,Project Reference,Academic Year,Mobility Start Month,Mobility End Month,Mobility Duration,Activity (mob),Field of Education,Participant Nationality,Education Level,Participant Gender,Participant Profile,Special Needs,Fewer Opportunities,GroupLeader,Participant Age,Sending Country Code,Sending City,Sending Organization,Sending Organisation Erasmus Code,Receiving Country Code,Receiving City,Receiving Organization,Receiving Organisation Erasmus Code,Participants
77,2017-2-UK01-KA105-037023,2017-2018,2017-11,2017-11,8,Mobility of youth workers - Programme Countries,? Unknown ?,ES,??? - ? Unknown ?,Female,Staff,No,No,No,27.0,ES,MALAGA,GEMS EDUCACION EN ANDALUCIA - GEA,-,UK,London,Ganimede Ltd,-,1
78,2014-2-RO01-KA105-002595,2014-2015,2014-11,2014-11,8,Youth Exchanges - Programme Countries,? Unknown ?,EE,??? - ? Unknown ?,Female,Learner,No,Yes,No,27.0,EE,Tartu,Öökull NGO,-,RO,Zarnesti,Asociatia Alpin Club Bacau,-,1
79,2018-1-PL01-KA103-047910,2018-2019,2018-09,2019-07,299,Student mobility for studies between Programme Countries,"Humanities (except languages), not further defined",PL,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,23.0,PL,SZCZECIN,UNIWERSYTET SZCZECINSKI,PL SZCZECI01,IT,MILANO,UNIVERSITA CATTOLICA DEL SACRO CUORE,I  MILANO03,1
80,2017-1-FR01-KA103-036463,2018-2019,2018-04,2018-08,135,Student mobility for traineeships between Programme Countries,"Business and administration, not further defined",FR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21.0,FR,LORIENT,UNIVERSITE DE BRETAGNE SUD,F  VANNES04,ES,Valencia,Madico y Villarroel Sociedad Limitada,-,1
81,2017-1-RO01-KA103-035806,2018-2019,2018-04,2018-07,101,Student mobility for studies between Programme Countries,"Arts, not further defined",RO,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,19.0,RO,Bucharest,Universitatea Nationala de Arte (U.N.A.),RO BUCURES29,DE,Leipzig,Hochschule fuer Grafik und Buchkunst Leipzig / Academy of Fine Arts,D  LEIPZIG04,2
82,2018-1-ES01-KA103-047173,2018-2019,2018-09,2019-07,294,Student mobility for studies between Programme Countries,"Languages, not further defined",ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,ES,GRANADA,UNIVERSIDAD DE GRANADA,E  GRANADA01,IT,ROMA,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,-,1
83,2017-1-PT01-KA102-035490,2018-2019,2018-07,2018-07,8,Training/teaching assignments abroad,"Health and Welfare, inter-disciplinary programmes",PT,??? - ? Unknown ?,Male,Staff,No,No,No,28.0,PT,PORTO,"Ensiprof - Ensino e Formação Profissional, Lda.",-,PL,PSZCZYNA,JOANNA JOCHEMCZYK MTT-PeJoh,-,1
84,2015-1-DE01-KA103-001756,2015-2016,2015-10,2016-02,134,Student mobility for studies between Programme Countries,Law,DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22.0,DE,Bonn,RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITAT BONN,D  BONN01,HR,Zagreb,SVEUCILISTE U ZAGREBU,HR ZAGREB01,1
85,2017-1-DE02-KA116-003681,2018-2019,2018-10,2018-11,41,VET learners traineeships in companies abroad,Mechanics and metal trades,DE,ISCED-4 - Post-secondary non-tertiary education,Male,Learner,No,No,No,21.0,DE,Osnabr�ck,Berufsbildende Schulen des Landkreises Osnabrück Brinkstrasse,-,ES,VIGO,I.E.S. POLITÉCNICO DE VIGO,-,1
86,2016-2-DE04-KA105-014395,2016-2017,2016-10,2017-09,365,European Voluntary Service - Partner Countries,? Unknown ?,UA,??? - ? Unknown ?,Female,Learner,No,No,No,26.0,UA,Kharkiv,GROMADSKA ORGANISATSIA HARKIVSKA ASOTSIATSIA DLYA AKTIVNOY MOLODI STELLA,-,DE,Magdeburg,"Internationaler Bund - IB Mitte gGmbH für Bildung und soziale Dienste, NL Sachsen-Anhalt, Region Sachsen-Anhalt Nord",-,1
87,2014-1-PL01-KA103-000275,2014-2015,2014-10,2014-10,5,Staff mobility for teaching between Programme Countries,Management and administration,PL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Staff,No,No,No,26.0,PL,KATOWICE,UNIWERSYTET EKONOMICZNY W KATOWICACH,PL KATOWIC02,ES,Elche-Alicante,UNIVERSITY CEU CARDENAL HERRERA,E  VALENCI08,1
88,2017-1-PL01-KA103-036127,2018-2019,2018-01,2018-04,91,Student mobility for traineeships between Programme Countries,Sociology and cultural studies,PL,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,25.0,PL,Krak�w,Akademia Ignatianum w Krakowie,PL KRAKOW19,PT,Lisbon,Associa�?o Discover Lisbon,-,1
89,2016-1-ES01-KA103-022797,2018-2019,2018-01,2018-04,95,Student mobility for studies between Programme Countries,Audio-visual techniques and media production,ES,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Male,Learner,No,No,No,19.0,ES,Lleida,CENTRE INTEGRAL DE FP ILERNA S.L.,E  LLEIDA11,UK,OMAGH TYRONE,SOUTH WEST COLLEGE,UK OMAGH01,1
90,2016-1-NL01-KA103-022777,2016-2017,2016-08,2016-12,116,Student mobility for studies between Programme Countries,"Business and administration, not further defined",NL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20.0,NL,Rotterdam,ERASMUS UNIVERSITEIT ROTTERDAM,NL ROTTERD01,FR,Cergy,ASSOCIATION GROUPE ESSEC,F  CERGY03,2
91,2016-1-NL01-KA103-022698,2017-2018,2017-08,2018-01,180,Student mobility for traineeships between Programme Countries,"Business and administration, not further defined",ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22.0,NL,The Hague,STICHTING HOGER BEROEPSONDERWIJN HAAGLANDEN,NL S-GRAVE13,AT,Vienna,UniCredit Bank Austria,-,1
92,2017-1-LV01-KA103-035188,2017-2018,2017-09,2018-01,150,Student mobility for studies between Programme Countries,Law,LV,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20.0,LV,RIGA,SIA BIZNESA AUGSTSKOLA TURIBA,LV RIGA09,NL,Vlissingen,STICHTING HZ UNIVERSITY OF APPLIED SCIENCES,NL VLISSIN01,1
93,2014-1-PT01-KA104-000362,2016-2017,2016-02,2016-03,30,Staff training abroad,"Social and behavioural sciences, not elsewhere classified",BE,??? - ? Unknown ?,Female,Staff,No,No,No,53.0,PT,MONTEMOR-O-NOVO,MARCA - Associação de Desenvolvimento Local,-,BE,Montigny sur sambre,AViQ,-,1
94,2018-1-AT01-KA103-038907,2018-2019,2018-10,2019-02,137,Student mobility for traineeships between Programme Countries,Mechanics and metal trades,AT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22.0,AT,LEOBEN,MONTANUNIVERSITAET LEOBEN,A  LEOBEN01,DE,München,BMW AG -  Petuelring,-,1
95,2014-1-PL01-KA103-000065,2015-2016,2015-01,2015-06,153,Student mobility for studies between Programme Countries,Business and administration,BY,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,19.0,PL,SIEDLCE,UNIWERSYTET PRZYRODNICZO-HUMANISTYCZNY W SIEDLCACH,PL SIEDLCE01,LT,Vilnius,Vilniaus Kolegija,LT VILNIUS10,1
96,2018-2-UK01-KA105-048472,2018-2019,2018-10,2018-10,7,Youth Exchanges - Programme Countries,? Unknown ?,RO,??? - ? Unknown ?,Male,Learner,No,No,No,25.0,RO,BUCURESTI,"ASOCIATIA LIBER LA EDUCATIE, CULTURA SI SPORT",-,TR,Istanbul,Champions Factory TR,-,1
97,2014-1-SE01-KA103-000020,2015-2016,2015-03,2015-05,92,Student mobility for traineeships between Programme Countries,Education,SE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,SE,GAVLE,HOGSKOLAN I GAVLE,S  GAVLE01,UK,KINGSTON UPON THAMES,KINGSTON UNIVERSITY HIGHER EDUCATION CORPORATION,UK KINGSTO01,1
98,2015-1-FI01-KA103-008679,2015-2016,2015-08,2015-12,122,Student mobility for traineeships between Programme Countries,"Business and administration, not further defined",FI,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,24.0,FI,ABO,ABO AKADEMI,SF TURKU02,DK,Valby,AW Media,-,1
99,2018-1-PL01-KA103-048455,2019-2020,2019-05,2019-05,5,Staff mobility for training between Programme Countries,? Unknown ?,PL,??? - ? Unknown ?,Female,Staff,No,No,No,24.0,PL,Łódź,Akademia Humanistyczno-Ekonomiczna w Lodzi,PL LODZ07,ES,CADIZ,UNIVERSIDAD DE CADIZ,E  CADIZ01,2
100,2019-2-LU01-KA105-050159,2019-2020,2019-12,2019-12,5,Youth Exchanges - Partner Countries,? Unknown ?,ES,??? - ? Unknown ?,Male,Learner,No,No,No,18.0,ES,Barcelona,Fundacio Jesuites Educacio- Sant Ignasi,E  BARCELO11,ES,Barcelona,Fundacio Jesuites Educacio- Sant Ignasi,E  BARCELO11,1
101,2017-3-DE04-KA105-015749,2018-2019,2018-06,2018-06,9,Youth Exchanges - Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Female,Learner,No,No,Yes,28.0,IT,BOLOGNA,YOUNET,-,RO,RESITA,ASOCIATIA NEVO PARUDIMOS,-,1
102,2017-1-TR01-KA102-038233,2018-2019,2018-04,2018-04,14,VET learners traineeships in vocational institutes abroad,Health,TR,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,17.0,TR,TAVAS,MEHMET KISAOGLU MESLEKI VE TEKNIK ANADOLU LISESI,-,DE,Zolling,Pötzl,-,2
103,2016-1-NL01-KA103-022675,2017-2018,2017-03,2017-07,134,Student mobility for studies between Programme Countries,"Business and administration, not further defined",NL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21.0,NL,Vlissingen,STICHTING HZ UNIVERSITY OF APPLIED SCIENCES,NL VLISSIN01,AT,Kufstein,FHS KUFSTEIN TIROL BILDUNGS GMBH,-,1
104,2014-1-ES01-KA101-001749,2015-2016,2015-03,2015-03,4,Training/teaching assignments abroad,Education,ES,??? - ? Unknown ?,Female,Staff,No,No,No,38.0,ES,Santa Coloma de Cervell?,Escola  Pla de les Vinyes,-,IT,Rome,"Istituto Comprensivo ""Via San Biagio Platani""",-,1
105,2019-1-IT03-KA105-015956,2019-2020,2019-10,2019-10,7,Youth Exchanges - Programme Countries,? Unknown ?,EE,??? - ? Unknown ?,Male,Learner,No,Yes,No,18.0,EE,Pärnu linn,Noorte Ettevõtlikkuse Arendamise Ühing,-,IT,CAGLIARI,ASSOCIAZIONE INTERCULTURALE NUR,-,1
106,2019-1-NL01-KA101-060107,2019-2020,2019-10,2019-10,3,Structured Courses/Training Events,Teacher training with subject specialization,NL,??? - ? Unknown ?,Male,Staff,No,No,No,60.0,NL,Soest,CBS de Werveling,-,BE,HASSELT,UNIVERSITEIT HASSELT,B  DIEPENB01,1
107,2018-1-DK01-KA103-046792,2019-2020,2019-01,2019-06,151,Student mobility for studies between Programme Countries,Physics,DK,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,DK,KOBENHAVN,KOBENHAVNS UNIVERSITET,DK KOBENHA01,UK,Bristol BS8 1TH,UNIVERSITY OF BRISTOL,UK BRISTOL01,1
108,2015-1-BG01-KA105-013548,2016-2017,2016-06,2016-07,14,Youth Exchanges - Programme Countries,? Unknown ?,BG,??? - ? Unknown ?,Male,Learner,No,No,No,30.0,BG,Sofia,NARODNO CHITALISHTE VESHTINA,-,BG,Balchik,NARODNO CHITALISHTE VESHTINA,-,1
109,2018-1-NO01-KA116-038752,2018-2019,2018-09,2018-12,95,ErasmusPro - Mobility of VET learners (3 to 12 months),Information and Communication Technologies (ICTs),LT,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,19.0,NO,Trondheim,Sør-Trøndelag fylkeskommune,-,IT,Florence,Centro Machiavelli S.r.l.,-,1
110,2016-1-NL01-KA116-022650,2017-2018,2017-03,2017-07,138,VET learners traineeships in companies abroad,"Travel, tourism and leisure",NL,ISCED-9 - Not elsewhere classified,Female,Learner,No,No,No,18.0,NL,Zwolle,Deltion College,-,CZ,Praha 4,Panorama Hotel Praque,-,1
111,2015-1-ES01-KA103-013630,2015-2016,2015-09,2016-06,271,Student mobility for studies between Programme Countries,"Journalism and information, not further defined",ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,ES,MADRID,FUNDACION UNIVERSITARIA SAN PABLO-CEU,E  MADRID21,IT,ROMA,LIBERA UNIVERSITA MARIA SS ASSUNTA,I  ROMA04,1
112,2015-1-PL01-KA102-014486,2016-2017,2016-05,2016-05,19,VET learners traineeships in companies abroad,Information and Communication Technologies (ICTs),PL,??? - ? Unknown ?,Female,Learner,No,No,No,18.0,PL,Bychawa,Zespol Szkol Zawodowych Nr 1 im. mjr. Henryka Dobrzanskiego,-,IT,Spoleto,Azzurra Società Cooperativa Sociale,-,1
113,2018-1-CZ01-KA103-046958,2019-2020,2019-01,2019-05,123,Student mobility for studies between Programme Countries,"Arts, not further defined",CZ,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,24.0,CZ,PILSEN,ZAPADOCESKA UNIVERZITA V PLZNI,CZ PLZEN01,HU,BUDAPEST,MAGYAR KEPZOMUVESZETI EGYETEM,HU BUDAPES26,1
114,2016-1-IT02-KA103-023468,2016-2017,2016-09,2017-03,182,Student mobility for studies between Programme Countries,"Languages, not further defined",IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21.0,IT,TORINO,UNIVERSITA DEGLI STUDI DI TORINO,I  TORINO01,DE,Postdam,UNIVERSITAET POTSDAM,D  POTSDAM01,1
115,2015-1-DE01-KA103-001822,2015-2016,2015-07,2016-07,353,Student mobility for traineeships between Programme Countries,Biology,DE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,24.0,DE,MUENSTER,WESTFAELISCHE WILHELMS-UNIVERSITAET MUENSTER,D  MUNSTER01,UK,CAMBRIDGE,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE",UK CAMBRID01,1
116,2014-1-DE02-KA102-000100,2014-2015,2014-07,2014-09,57,VET learners traineeships in vocational institutes abroad,Mechanics and metal trades,DE,??? - ? Unknown ?,Male,Learner,No,No,No,20.0,DE,Rockenhausen,Berufsbildende Schule Donnersbergkreis Rockenhausen / Eisenberg,-,PL,Swiebodzin,Johnson Controls Polska SP. z o.o.,-,1
117,2018-2-SE02-KA105-002261,2018-2019,2018-10,2018-10,10,Youth Exchanges - Programme Countries,? Unknown ?,SE,??? - ? Unknown ?,Female,Learner,No,Yes,No,26.0,SE,Sundbyberg,Somaliska ungdomsförbundet i Sverige,-,SE,Sundbyberg,Somaliska ungdomsförbundet i Sverige,-,1
118,2018-1-AT02-KA105-002069,2018-2019,2018-05,2018-05,2,Advance Planning Visit – Youth Exchange,? Unknown ?,SI,??? - ? Unknown ?,Female,Learner,No,No,No,23.0,SI,Velenje,Kulturno društvo raum AU,-,AT,Stubenberg am See,Future Icons - Verein für junge innovative Kunst und Kultur,-,1
119,2015-1-SE01-KA102-012037,2015-2016,2015-11,2015-11,2,Staff training abroad,"Motor vehicles, ships and aircraft",SE,??? - ? Unknown ?,Male,Staff,No,No,No,47.0,SE,Falun,Lugnetgymnasiet,-,NL,APELDOORN,Stichting Regionaal Opleidingen Centrum Aventus,-,1
120,2014-1-UK01-KA103-000193,2015-2016,2015-05,2015-05,4,Staff mobility for teaching between Programme Countries,Law,UY,ISCED-8 - Third cycle / Doctoral or equivalent level (EQF-8),Female,Staff,No,No,No,47.0,UK,EDINBURGH,THE UNIVERSITY OF EDINBURGH,UK EDINBUR01,ES,CERDANYOLA BARCELONA,UNIVERSITAT AUTONOMA DE BARCELONA,E  BARCELO02,1
121,2017-2-IT03-KA105-011543,2017-2018,2017-09,2017-09,6,Youth Exchanges - Programme Countries,? Unknown ?,PT,??? - ? Unknown ?,Female,Learner,No,No,No,23.0,PT,AMARANTE,AVENTURA MARAO CLUBE ASSOCIACAO,-,IT,Forlì,Associazione Centro per la Pace Forlì,-,1
122,2014-1-DE03-KA101-000757,2015-2016,2015-11,2015-11,12,Staff training abroad,Teacher training without subject specialization,DE,??? - ? Unknown ?,Female,Staff,No,No,No,31.0,DE,München,Obermenzinger Gymnasium,-,UK,Bournemouth,Richard Language College Limited,-,1
123,2014-1-ES01-KA103-000662,2014-2015,2014-09,2015-04,241,Student mobility for studies between Programme Countries,"Travel, tourism and leisure",ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21.0,ES,MADRID,UNIVERSIDAD REY JUAN CARLOS,E  MADRID26,FR,LA ROCHELLE,GROUPE SUP DE CO LA ROCHELLE,F  LA-ROCH07,1
124,2017-1-FR01-KA103-036142,2017-2018,2017-09,2018-07,282,Student mobility for studies between Programme Countries,"Architecture and construction, not further defined",FR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,19.0,FR,NANTES CEDEX 2,ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE NANTES,F  NANTES13,IT,VENEZIA,UNIVERSITA IUAV DI VENEZIA,I  VENEZIA02,1
125,2015-1-CZ01-KA102-013619,2016-2017,2016-02,2016-03,14,VET learners traineeships in companies abroad,"Hotel, restaurants and catering",CZ,??? - ? Unknown ?,Female,Learner,No,No,No,19.0,CZ,Ostrava - Vítkovice,"AHOL - Stredni skola gastronomie, turismu a lazenství",-,UK,London,Leonardo Hotel Heathrow Aiport,-,1
126,2018-1-ES01-KA103-047173,2018-2019,2018-09,2019-01,127,Student mobility for studies between Programme Countries,Therapy and rehabilitation,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20.0,ES,GRANADA,UNIVERSIDAD DE GRANADA,E  GRANADA01,BE,BRUSELAS,Haute Ecole Léonard de Vinci,-,1
127,2014-1-CZ01-KA103-000055,2014-2015,2014-12,2014-12,5,Staff mobility for training between Programme Countries,? Unknown ?,SK,??? - ? Unknown ?,Male,Staff,No,No,No,20.0,CZ,Brno,Janackova akademie muzickych umeni v Brne,CZ BRNO03,FR,Annecy,Ifalpes Annecy,-,1
128,2018-1-ES01-KA101-049440,2019-2020,2019-12,2019-12,6,Structured Courses/Training Events,Education,ES,??? - ? Unknown ?,Female,Staff,No,No,No,42.0,ES,Inca,Ceip Llevant,-,IT,Terracina,EUROPEAN TRAINING AND RESEARCH ASSOCIATION FOR A COOPERATION KEY TO BUSINESS,-,1
129,2016-1-PL01-KA103-024025,2017-2018,2017-07,2017-09,75,Student mobility for traineeships between Programme Countries,Religion and theology,PL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,38.0,PL,Wroc�aw,Ewangelikalna Wyzsza Szkola Teologiczna,PL WROCLAW21,HU,Budapest,A Biblia Szol Egyesulet,-,1
130,2016-2-LV02-KA105-001189,2017-2018,2017-07,2017-07,7,Youth Exchanges - Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Male,Learner,No,Yes,No,29.0,IT,CAGLIARI,TDM 2000,-,LV,Riga,Youth Line,-,1
131,2015-1-HU02-KA105-000776,2015-2016,2015-10,2015-10,10,Youth Exchanges - Programme Countries,? Unknown ?,HU,??? - ? Unknown ?,Female,Learner,No,No,Yes,27.0,HU,Budapest,Harmónia Egyesület,-,HU,Budapest,Harmónia Egyesület,-,1
132,2015-1-UK01-KA103-012595,2016-2017,2016-06,2016-06,4,Staff mobility for training between Programme Countries,? Unknown ?,IE,??? - ? Unknown ?,Female,Staff,No,No,No,27.0,UK,Londonderry,NORTH WEST REGIONAL COLLEGE,UK LONDOND02,ES,TARRAGONA,UNIVERSITAT ROVIRA I VIRGILI,E  TARRAGO01,1
133,2019-1-FR01-KA116-061417,2019-2020,2019-10,2019-11,19,Mobility of VET learners (2 weeks up to 3 months),"Hotel, restaurants and catering",FR,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,18.0,FR,SEVREMONT,MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION DE SAINT MICHEL MONT MERCURE,-,HR,ZADAR,FALKENSTEINER HOTELS ET RESIDENCES,-,1
134,2018-2-ES02-KA105-011506,2018-2019,2018-11,2018-11,5,Youth Exchanges - Partner Countries,? Unknown ?,BA,??? - ? Unknown ?,Male,Learner,No,Yes,No,19.0,BA,SARAJEVO,UDRUZENJE CENTAR ZA EDUKACIJU I MOBILNOST MLADIH ELEMENT,-,ES,GANDIA,XERACION VALENCIA,-,1
135,2019-1-PL01-KA103-061644,2019-2020,2019-09,2020-06,271,Student mobility for studies between Programme Countries,Medicine,PL,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,23.0,PL,WROCLAW,UNIWERSYTET MEDYCZNY IM PIASTOW SLASKICH WE WROCLAWIU,PL WROCLAW05,IT,PADOVA,UNIVERSITA DEGLI STUDI DI PADOVA,I  PADOVA01,1
136,2018-1-DK01-KA103-046821,2018-2019,2018-09,2019-02,129,Student mobility for studies between Programme Countries,"Business and administration, not further defined",DK,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,DK,Odense,SYDDANSK UNIVERSITET,DK ODENSE01,BE,LEUVEN,KATHOLIEKE UNIVERSITEIT LEUVEN,B  LEUVEN01,1
137,2015-1-TR01-KA105-014721,2016-2017,2016-06,2016-07,5,Mobility of youth workers - Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Female,Staff,No,Yes,No,26.0,IT,Ancona,Iniziativa Democratica,-,TR,Antakya,Girisimci Kadinlar Kulubu,-,1
138,2018-1-IT01-KA116-006329,2019-2020,2019-10,2019-10,18,Mobility of VET learners (2 weeks up to 3 months),"Hotel, restaurants and catering",IT,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,18.0,IT,Rome,Ce.S.F.Or. Centro Studi Formazione Orientamento,-,DE,Leipzig,wisamar Bildungsgesellschaft gemeinnuetzige GmbH,-,1
139,2018-1-DE02-KA116-004651,2019-2020,2019-10,2019-10,19,Mobility of VET learners (2 weeks up to 3 months),Education science,DE,ISCED-4 - Post-secondary non-tertiary education,Female,Learner,No,No,No,19.0,DE,Osnabrück,Berufsbildende Schulen des Landkreises Osnabrück Brinkstrasse,-,FI,Nenonpelto,Vaalijalan kuntayhtymä,-,1
140,2014-2-CZ01-KA105-001792,2015-2016,2015-05,2015-06,2,Youth Exchanges - Partner Countries,? Unknown ?,UA,??? - ? Unknown ?,Female,Learner,No,No,Yes,20.0,UA,Tbilisi,"Public Organization ""Invalidiv ""Rodyna""",-,GE,Bakuriani,International center for peace and integration (ICPI),-,1
141,2016-1-IT02-KA103-022951,2016-2017,2016-09,2017-06,279,Student mobility for studies between Programme Countries,"Languages, not further defined",IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,IT,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA,I  BOLOGNA01,FR,PARIS,UNIVERSITE PARIS DIDEROT - PARIS 7,F  PARIS007,1
142,2015-1-IT01-KA102-004416,2016-2017,2016-09,2016-10,20,VET learners traineeships in companies abroad,Services,IT,??? - ? Unknown ?,Male,Learner,No,No,No,18.0,IT,VERGATO BOLOGNA,Istituto Istruzione Superiore Luigi Fantini,-,MT,Saint Paul's Bay,VisMedNet Association,-,2
143,2014-2-HU02-KA105-000333,2016-2017,2016-06,2016-07,10,Youth Exchanges - Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Male,Learner,No,Yes,No,29.0,IT,PALERMO,ASTERISCO - Associazione per lo sviluppo socioeconomico,-,RO,Timisoara,Fundatia Archaeus,-,1
