,Project Reference,Academic Year,Mobility Duration,Activity (mob),Field of Education,Participant Gender,Participant Profile,Special Needs,Fewer Opportunities,GroupLeader,Participant Age,Sending City,Sending Organization,Receiving City,Receiving Organization,Participants,Activity Classification,New Participant Nationality,New Education Level,Receiving Country Name,Sending Country Name
5814,2018-1-PL01-KA107-049398,2019-2020,5,Staff mobility for Teaching To/From Partner Countries,Fine arts,Male,Staff,No,No,No,20,Tashkent,National Institute of Fine art and design named after Kamoliddin Bekhzod,KRAKOW,Akademia Sztuk Pieknych im Jana Matejki w Krakowie,1,Teach,Uzbekistan,Master,Poland,Uzbekistan
5815,2017-2-PT02-KA105-004402,2018-2019,9,Youth Exchanges - Programme Countries,Other,Male,Learner,No,No,No,22,Caldas da Rainha,Associação Destino Caldas,Caldas da Rainha,Associação Destino Caldas,1,Youth Exchange,Portugal,Unknown,Portugal,Portugal
5816,2018-3-ES02-KA105-012304,2019-2020,13,Youth Exchanges - Programme Countries,Other,Male,Learner,No,Yes,No,26,"B?rbele, B?rbeles pagasts, Vecumnieku novads",Jaunatne smaidam,"PUERTO DE LA CRUZ, TENERIFE",DE AMICITIA,1,Youth Exchange,Latvia,Unknown,Spain,Latvia
5817,2014-1-RO01-KA103-000182,2014-2015,223,Student mobility for studies between Programme Countries,Business and administration,Female,Learner,No,No,No,22,BRASOV,UNIVERSITATEA TRANSILVANIA DIN BRASOV,Rennes,GROUPE ECOLE SUPERIEURE COMMERCE RENNES,1,Studies,Romania,Master,France,Romania
5818,2018-1-LT01-KA103-046658,2019-2020,10,Staff mobility for teaching between Programme Countries,Fine arts,Male,Staff,No,No,No,22,Lydd,Ore and Ingot,VILNIUS,VILNIAUS DAILES AKADEMIJA,2,Teach,United Kingdom,Bachelor,Lithuania,United Kingdom
5819,2017-3-DE04-KA105-016037,2018-2019,9,Youth Exchanges - Programme Countries,Other,Male,Learner,No,No,No,24,Paderborn,Jugendnetzwerk Lambda e.V.,Erfurt,Jugendnetzwerk Lambda e.V.,1,Youth Exchange,Germany,Unknown,Germany,Germany
5820,2014-2-LU02-KA105-000065,2014-2015,365,European Voluntary Service - Programme Countries,Other,Female,Learner,No,No,No,18,Lneburg,VIA e.V. - Verein für internationalen und interkulturellen Austausch,Luxembourg,Yolande asbl,1,Voluntary,Germany,Unknown,Luxembourg,Germany
5821,2017-1-ES01-KA103-035444,2018-2019,103,Student mobility for traineeships between Programme Countries,Education science,Female,Learner,No,No,No,29,Madrid,UNIVERSIDAD COMPLUTENSE DE MADRID,London,BEATRIX POTTER PRIMARY SCHOOL,1,Traineeships,Spain,Bachelor,United Kingdom,Spain
5822,2017-1-IT02-KA103-036401,2019-2020,64,Student mobility for traineeships between Programme Countries,Management and administration,Male,Learner,No,No,No,20,Bergamo,Fondazione Istituto Tecnico Superiore per le nuove tecnologie per il made in Italy - Jobsacademy,Barcelona,Vision Factory,1,Traineeships,Italy,Tertiary Education,Spain,Italy
5823,2018-1-FI01-KA103-046774,2019-2020,150,Student mobility for studies between Programme Countries,"Business and administration, not further defined",Female,Learner,No,No,No,23,ROVANIEMI,LAPIN AMMATTIKORKEAKOULU OY,KONSTANZ,HOCHSCHULE KONSTANZ TECHNIK WIRTSCHAFT UND GESTALTUNG,1,Studies,Finland,Bachelor,Germany,Finland
5824,2014-1-CZ01-KA103-000201,2014-2015,157,Student mobility for studies between Programme Countries,Law,Female,Learner,No,No,No,24,OLOMOUC,UNIVERZITA PALACKEHO V OLOMOUCI,Den Haag,STICHTING HOGER BEROEPSONDERWIJN HAAGLANDEN EN RIJNSTREEK,1,Studies,Czechia,Master,Netherlands,Czechia
5825,2016-1-PL01-KA103-023743,2017-2018,90,Student mobility for traineeships between Programme Countries,"Travel, tourism and leisure",Female,Learner,No,No,No,18,Poznan,Wyzsza Szkola Handlu i Uslug w Poznaniu,Arborea,Horse Country Resort - Congress - Spa,1,Traineeships,Ukraine,Bachelor,Italy,Poland
5826,2017-1-BE02-KA103-034660,2017-2018,112,Student mobility for studies between Programme Countries,"Business and administration, not further defined",Female,Learner,No,No,No,22,ANTWERPEN,KAREL DE GROTE HOGESCHOOL KATHOLIEKE HOGESCHOOL ANTWERPEN,BESAN?ON,UNIVERSITE DE FRANCHE-COMTE,1,Studies,Belgium,Bachelor,France,Belgium
5827,2017-1-IT02-KA103-035838,2018-2019,3,Staff mobility for training between Programme Countries,Other,Female,Staff,No,No,No,22,MESSINA,UNIVERSITA DEGLI STUDI DI MESSINA,Bac?u,Universit? di Bac?u Vasile Alecsandri,1,Training,Italy,Unknown,Romania,Italy
5828,2019-1-NL01-KA103-060059,2019-2020,132,Student mobility for studies between Programme Countries,Psychology,Male,Learner,No,No,No,21,MAASTRICHT,UNIVERSITEIT MAASTRICHT,TROMSO,UNIVERSITETET I TROMSOE,1,Studies,Germany,Bachelor,Norway,Netherlands
5829,2014-1-IT02-KA103-002581,2014-2015,301,Student mobility for studies between Programme Countries,Veterinary,Female,Learner,No,No,No,23,BARI,UNIVERSITA DEGLI STUDI DI BARI ALDO MORO,CORDOBA,UNIVERSIDAD DE CORDOBA,1,Studies,Italy,Master,Spain,Italy
5830,2014-2-IT03-KA105-001181,2015-2016,8,Mobility of youth workers - Programme Countries,Other,Female,Staff,No,No,No,25,ANKARA,TURKIYE GENCLIK BIRLIGI DERNEGI,Itri,La milizia dei folli,1,Workers,Turkey,Unknown,Italy,Turkey
5831,2018-1-SK01-KA103-046151,2019-2020,152,Student mobility for traineeships between Programme Countries,Literature and linguistics,Female,Learner,No,No,No,24,KOSICE,UNIVERZITA PAVLA JOZEFA SAFARIKA V KOSICIACH,Aquileia,Centrum Latinitatis Europae,1,Traineeships,Slovakia,Master,Italy,Slovakia
5832,2015-1-PT01-KA103-012676,2016-2017,92,Student mobility for studies between Programme Countries,Pharmacy,Female,Learner,No,No,No,23,LISBOA,UNIVERSIDADE DE LISBOA,Brno,VETERINARNI A FARMACEUTICKA UNIVERZITA BRNO,2,Studies,Portugal,Master,Czechia,Portugal
5833,2017-1-IT02-KA103-035578,2017-2018,119,Student mobility for studies between Programme Countries,"Languages, not further defined",Female,Learner,No,No,No,21,BERGAMO,UNIVERSITA' DEGLI STUDI DI BERGAMO,MANNHEIM,UNIVERSITAET MANNHEIM,1,Studies,Italy,Bachelor,Germany,Italy
5834,2018-1-LV02-KA105-002048,2018-2019,8,Youth Exchanges - Partner Countries,Other,Female,Learner,No,Yes,No,18,Riga,"Kulturas biedriba ""Alternativa Realitate""",Kesterciems,"Kulturas biedriba ""Alternativa Realitate""",1,Youth Exchange,Latvia,Unknown,Latvia,Latvia
5835,2018-1-PL01-KA103-048351,2019-2020,5,Staff mobility for teaching between Programme Countries,"Arts, not further defined",Female,Staff,No,No,No,18,KATOWICE,AKADEMIA SZTUK PIEKNYCH W KATOWICACH,WEIMAR,BAUHAUS-UNIVERSITAET WEIMAR,1,Teach,Poland,Bachelor,Germany,Poland
5836,2015-1-NO01-KA102-013054,2017-2018,3,Staff training abroad,Handicrafts,Male,Staff,No,No,No,42,Gjvik,Internasjonalt servicekontor for Oppland og Hedmark,YOrk,TOPP & Co,1,Training,Norway,Unknown,United Kingdom,Norway
5837,2019-1-PL01-KA103-063071,2019-2020,5,Staff mobility for training between Programme Countries,Other,Female,Staff,No,No,No,42,GDYNIA,AKADEMIA MARYNARKI WOJENNEJ,Cork,Cork English Training World Ltd.,2,Training,Poland,Unknown,Ireland,Poland
5838,2017-1-FR01-KA102-036127,2018-2019,41,VET traineeships in companies abroad,Hair and beauty services,Female,Learner,No,No,No,17,TOULOUSE,Lycee Helene BOUCHER,DUBLIN,MIDAS TOUCH,2,Traineeships,France,Upper Secondary Education,Ireland,France
5839,2016-1-CZ01-KA102-023101,2017-2018,3,Staff training abroad,Horticulture,Female,Staff,No,No,No,40,Mělník,"Ceska zahradnicka akademie Melnik - stredni skola a vyssi odborna skola, prispevkova organizace",Langenlois,LFS Langenlois,1,Training,Czechia,Unknown,Austria,Czechia
5840,2016-1-LV01-KA103-022397,2016-2017,152,Student mobility for studies between Programme Countries,"Personal services, not further defined",Female,Learner,No,No,No,20,RIGA,SIA BIZNESA AUGSTSKOLA TURIBA,Breda,STICHTING NHTV INTERNATIONALE HOGESCHOOL BREDA,1,Studies,Latvia,Bachelor,Netherlands,Latvia
5841,2016-1-ES01-KA103-023847,2016-2017,144,Student mobility for studies between Programme Countries,Law,Female,Learner,No,No,No,20,LAS PALMAS DE GRAN CANARIA,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,PALERMO,UNIVERSITA DEGLI STUDI DI PALERMO,1,Studies,Spain,Bachelor,Italy,Spain
5842,2016-1-MT01-KA103-015095,2017-2018,11,Staff mobility for teaching between Programme Countries,"Architecture and construction, not further defined",Male,Staff,No,No,No,20,MSIDA,UNIVERSITA TA MALTA,ROMA,UNIVERSITA DEGLI STUDI DI ROMA TORVERGATA,1,Teach,Malta,Bachelor,Italy,Malta
5843,2018-1-NL01-KA103-038685,2018-2019,150,Student mobility for studies between Programme Countries,Marketing and advertising,Male,Learner,No,No,No,21,ENSCHEDE,STICHTING SAXION,ROMA,UNIVERSITA DEGLI STUDI DI ROMA TORVERGATA,2,Studies,Netherlands,Bachelor,Italy,Netherlands
5844,2016-1-ES01-KA101-024411,2016-2017,5,Job Shadowing,Teacher training without subject specialization,Female,Staff,No,No,No,54,Barcelona,Escola Dolors Monserdà-Santapau,Espoo,Nöykkiönlaakson koulu,1,Job,Spain,Unknown,Finland,Spain
5845,2014-1-EL01-KA101-000626,2015-2016,5,Staff training abroad,Education,Female,Staff,No,No,No,48,PIRAEUS,PIRAIKA EKPEDEFTIRIA,Kyperounta,DIMOTIKO SCHOLEIO KYPEROUNTAS - PERIFEREIAKO,1,Training,Greece,Unknown,Cyprus,Greece
5846,2017-1-UK01-KA102-035674,2019-2020,15,VET traineeships in companies abroad,Health and welfare,Female,Learner,No,Yes,No,19,London,REY Europe Limited,Laundos,Associacao de Mobilidade Intercultural Euromob,1,Traineeships,United Kingdom,Post-Secondary Education,Portugal,United Kingdom
5847,2018-1-DE01-KA103-003859,2018-2019,129,Student mobility for studies between Programme Countries,"Information and Communication Technologies (ICTs), not further defined",Female,Learner,No,No,No,27,BERLIN,TECHNISCHE UNIVERSITAT BERLIN,TRONDHEIM,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,1,Studies,Germany,Master,Norway,Germany
5848,2014-1-ES01-KA103-000317,2014-2015,294,Student mobility for studies between Programme Countries,Agriculture,Female,Learner,No,No,No,23,SEVILLA,UNIVERSIDAD DE SEVILLA,PALERMO,UNIVERSITA DEGLI STUDI DI PALERMO,1,Studies,Spain,Bachelor,Italy,Spain
5849,2018-1-CZ01-KA105-047863,2019-2020,7,Mobility of youth workers - Partner Countries,Other,Female,Staff,No,Yes,No,21,Ankara,Zift Organization,Pec pod Sněžkou,GENESIS ZS,1,Workers,Czechia,Unknown,Czechia,Turkey
5850,2018-1-FR01-KA103-046836,2019-2020,181,Student mobility for traineeships between Programme Countries,History and archaeology,Male,Learner,No,No,No,24,Strasbourg,UNIVERSITE DE STRASBOURG,Vienne,United Nations Industrial Development Organization,1,Traineeships,France,Master,Austria,France
5851,2016-1-ES01-KA103-023150,2016-2017,300,Student mobility for studies between Programme Countries,"Business and administration, not further defined",Female,Learner,No,No,No,21,MADRID,UNIVERSIDAD AUTONOMA DE MADRID,MUNCHEN,LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN,1,Studies,Spain,Bachelor,Germany,Spain
5852,2015-1-HU01-KA107-013268,2016-2017,10,Staff mobility for Teaching To/From Partner Countries,"Education, not further defined",Female,Staff,No,No,No,21,JAGODINA,"Faculty of Education, University of Kragujevac",BAJA,EOTVOS JOZSEF FOISKOLA,1,Teach,Serbia,Bachelor,Hungary,Serbia
5853,2014-1-CZ01-KA103-000104,2014-2015,141,Student mobility for studies between Programme Countries,Political sciences and civics,Female,Learner,No,No,No,23,Prague,UNIVERZITA KARLOVA V PRAZE,Berlin,FREIE UNIVERSITAET BERLIN,1,Studies,Czechia,Master,Germany,Czechia
5854,2016-3-LV02-KA105-001392,2017-2018,7,Mobility of youth workers - Programme Countries,Other,Male,Staff,No,No,No,18,Den Haag,Culture Clash4U,Riga,Youth Line,1,Workers,Netherlands,Unknown,Latvia,Netherlands
5855,2016-1-FR01-KA103-023144,2017-2018,131,Student mobility for traineeships between Programme Countries,"Agriculture, not further defined",Female,Learner,No,No,No,23,DIJON,INSTITUT NATIONAL SUPERIEUR DES SCIENCES AGRONOMIQUES DE L'ALIMENTATION ET DE L'ENVIRONEMENT,s,Norwegian Institute of Bioeconomy Research,1,Traineeships,Mauritius,Master,Norway,France
5856,2017-1-TR01-KA103-039789,2018-2019,61,Student mobility for traineeships between Programme Countries,Building and civil engineering,Male,Learner,No,No,No,23,ANTALYA,ANTALYA BILIM UNIVERSITESI,Utrecht,Aannemersbedrijf van Zoelen BV Utrecht,1,Traineeships,Turkey,Bachelor,Netherlands,Turkey
5857,2016-1-UK01-KA107-023737,2018-2019,5,Staff mobility for Training To/From Partner Countries,Other,Female,Staff,No,No,No,23,SAINT PETERSBURG,FEDERAL STATE BUDGET EDUCATIONAL INSTITUTION OF HIGHER EDUCATION SAINTPETERSBURG STATE ECONOMIC UNIVERSITY,LONDON,MIDDLESEX UNIVERSITY HIGHER EDUCATION CORPORATION,3,Training,Russian Federation,Unknown,United Kingdom,Russian Federation
5858,2017-1-DE01-KA103-003312,2017-2018,108,Student mobility for studies between Programme Countries,Chemistry,Female,Learner,No,No,No,21,Darmstadt,TECHNISCHE UNIVERSITAT DARMSTADT,Espoo,AALTO KORKEAKOULUSAATIO SR,1,Studies,Germany,Bachelor,Finland,Germany
5859,2019-1-ES01-KA103-060130,2019-2020,173,Student mobility for studies between Programme Countries,Chemical engineering and processes,Male,Learner,No,No,No,23,Zaragoza,UNIVERSIDAD DE ZARAGOZA,Wien,TECHNISCHE UNIVERSITAET WIEN,1,Studies,Spain,Master,Austria,Spain
5860,2016-1-NO01-KA116-021918,2017-2018,21,VET learners traineeships in vocational institutes abroad,"Business and administration, not elsewhere classified",Female,Learner,No,No,No,16,Tertnes,Tertnes videregående skole,London,ADC Technology Training Ltd,1,Traineeships,Norway,Upper Secondary Education,United Kingdom,Norway
5861,2014-2-SI02-KA105-000249,2015-2016,32,Mobility of youth workers - Partner Countries,Other,Female,Staff,No,No,No,26,LJUBLJANA,ZAVOD VOLUNTARIAT,Cardiff,UNA Exchange,1,Workers,Slovenia,Unknown,United Kingdom,Slovenia
5862,2016-1-IT02-KA103-024029,2017-2018,60,Student mobility for traineeships between Programme Countries,Earth sciences,Male,Learner,No,No,No,25,FERRARA,UNIVERSITA DEGLI STUDI DI FERRARA,BARCELONA,UNIVERSITAT DE BARCELONA,1,Traineeships,Italy,Master,Spain,Italy
5863,2018-1-TR01-KA103-049962,2019-2020,91,Student mobility for studies between Programme Countries,Electricity and energy,Male,Learner,No,No,No,24,Giresun,T.C. Giresun Üniversitesi,SIBIU,UNIVERSITATEA LUCIAN BLAGA DIN SIBIU,1,Studies,Turkey,Master,Romania,Turkey
5864,2015-1-ES01-KA103-014280,2015-2016,107,Student mobility for studies between Programme Countries,Management and administration,Male,Learner,No,No,No,22,GETAFE (MADRID),UNIVERSIDAD CARLOS III DE MADRID,FREDERIKSBERG,COPENHAGEN BUSINESS SCHOOL,1,Studies,Spain,Bachelor,Denmark,Spain
5865,2015-1-PL01-KA103-014994,2016-2017,91,Student mobility for traineeships between Programme Countries,"Languages, not further defined",Male,Learner,No,No,No,21,WROCLAW,UNIWERSYTET WROCLAWSKI,Voegtlinshoffen,Vins & Cremant d'Alsace Ginglinger-FIX,1,Traineeships,Poland,Master,France,Poland
5866,2014-1-PL01-KA102-000269,2015-2016,19,VET traineeships in companies abroad,Mechanics and metal trades,Male,Learner,No,No,No,19,Rzeszów,Zespol Szkol Mechanicznych w Rzeszowie,Berlin,BERLINK ETN GmbH,3,Traineeships,Poland,Unknown,Germany,Poland
5867,2018-1-DE01-KA103-003617,2019-2020,130,Student mobility for studies between Programme Countries,"Journalism and information, not further defined",Male,Learner,No,No,No,21,Kiel,FACHHOCHSCHULE KIEL,Newcastle upon Tyne,UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE,1,Studies,Germany,Bachelor,United Kingdom,Germany
5868,2014-3-IS02-KA105-001551,2015-2016,7,Youth Exchanges - Programme Countries,Other,Female,Learner,No,No,No,18,Nettersheim-Roderath,Islandpferde Reiterverein Nordeifel e.V.,Stykkisholmur,Hestamannafelagid Snaefellingur,5,Youth Exchange,Germany,Unknown,Iceland,Germany
5869,2018-1-IT02-KA101-047330,2019-2020,12,Structured Courses/Training Events,Arts,Male,Staff,No,No,No,61,Corato,I.I.S.S. Federico II Stupor Mundi,DUBLINO,EUROPASS SRL,1,Training,Italy,Unknown,Ireland,Italy
5870,2019-1-DE02-KA116-005892,2019-2020,12,Mobility of VET learners (2 weeks up to 3 months),Business and administration,Female,Learner,No,No,No,22,Bremen,"Berufsschule für den Großhandel, Außenhandel und Verkehr",St Julians,European School of English Ltd,1,Learner,Germany,Upper Secondary Education,Malta,Germany
5871,2016-1-FR01-KA103-023075,2017-2018,124,Student mobility for studies between Programme Countries,History and archaeology,Female,Learner,No,No,No,21,NANTES CEDEX 1,UNIVERSITE DE NANTES,TURUN YLIOPISTO,TURUN YLIOPISTO,1,Studies,France,Bachelor,Finland,France
5872,2015-1-DE01-KA103-001716,2015-2016,142,Student mobility for studies between Programme Countries,"Business and administration, not further defined",Male,Learner,No,No,No,22,Dresden,Hochschule fuer Technik und Wirtschaft Dresden,VALENCIA,UNIVERSITAT DE VALENCIA,1,Studies,Germany,Bachelor,Spain,Germany
5873,2015-1-PL01-KA105-014346,2016-2017,8,Youth Exchanges - Programme Countries,Other,Male,Learner,No,No,No,22,Cluj-Napoca,Asociatia Support for Youth Developement,Zakopane,Fundacja Pro Futuro,1,Youth Exchange,Romania,Unknown,Poland,Romania
5874,2014-1-UK01-KA103-000365,2015-2016,5,Staff mobility for teaching between Programme Countries,Education,Female,Staff,No,No,No,22,ABERDEEN,THE UNIVERSITY COURT OF THE UNIVERSITY OF ABERDEEN,JYVASKYLA,JYVASKYLAN YLIOPISTO,1,Teach,United Kingdom,Bachelor,Finland,United Kingdom
5875,2016-3-DE04-KA105-014824,2017-2018,2,Advance Planning Visit – Youth Exchange,Other,Male,Learner,No,No,No,28,Liverpool,Up4Change,Palermo,uguali e differenti,1,Youth Exchange,United Kingdom,Unknown,Italy,United Kingdom
5876,2014-2-HR01-KA105-007038,2015-2016,8,Mobility of youth workers - Programme Countries,Other,Male,Staff,No,Yes,No,24,BACAU,ASOCIATIA PENTRU DEZVOLTARE ACTIVA,Zagreb,Udruga gluhih i nagluhih Nova Gradiska,1,Workers,Romania,Unknown,Croatia,Romania
5877,2017-1-BE02-KA103-034612,2018-2019,67,Student mobility for traineeships between Programme Countries,Secretarial and office work,Female,Learner,No,No,No,24,DIEPENBEEK,UC LIMBURG,Bad Salzuflen,Maritim Hotel Berlin,1,Traineeships,Belgium,Bachelor,Germany,Belgium
5878,2014-1-ES01-KA103-000317,2014-2015,297,Student mobility for studies between Programme Countries,Engineering and engineering trades,Male,Learner,No,No,No,23,SEVILLA,UNIVERSIDAD DE SEVILLA,MILANO,POLITECNICO DI MILANO,1,Studies,Spain,Bachelor,Italy,Spain
5879,2018-1-IT02-KA103-047415,2018-2019,144,Student mobility for studies between Programme Countries,"Languages, not further defined",Female,Learner,No,No,No,20,SIENA,UNIVERSITA PER STRANIERI DI SIENA,ESSEN,UNIVERSITAET DUISBURG-ESSEN,1,Studies,Italy,Bachelor,Germany,Italy
5880,2016-1-PT01-KA103-022363,2017-2018,81,Student mobility for traineeships between Programme Countries,Medicine,Male,Learner,No,No,No,24,LISBOA,UNIVERSIDADE DE LISBOA,Trondheim,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,1,Traineeships,Portugal,Master,Norway,Portugal
5881,2014-1-IT02-KA103-000129,2015-2016,138,Student mobility for studies between Programme Countries,Management and administration,Male,Learner,No,No,No,23,Roma,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,ANTWERPEN,UNIVERSITEIT ANTWERPEN,1,Studies,Italy,Master,Belgium,Italy
5882,2016-1-EE01-KA103-017043,2017-2018,150,Student mobility for studies between Programme Countries,Database and network design and administration,Female,Learner,No,No,No,25,TALLINN,TALLINNA TEHNIKAULIKOOL,LA LAGUNA TENERIFE,UNIVERSIDAD DE LA LAGUNA,1,Studies,Estonia,Master,Spain,Estonia
5883,2019-1-EL02-KA105-004818,2019-2020,9,Youth Exchanges - Programme Countries,Other,Female,Learner,No,No,Yes,35,Sheffield,Innovative Entrepreneurs,Loutraki,Youngsters union,1,Youth Exchange,United Kingdom,Unknown,Greece,United Kingdom
5884,2016-1-IT02-KA103-022862,2017-2018,130,Student mobility for studies between Programme Countries,Political sciences and civics,Male,Learner,No,No,No,22,TRENTO,UNIVERSITA DEGLI STUDI DI TRENTO,OSTRAVA 1,OSTRAVSKA UNIVERZITA,1,Studies,Albania,Bachelor,Czechia,Italy
5885,2016-1-BE05-KA105-001875,2016-2017,13,Youth Exchanges - Programme Countries,Other,Male,Learner,No,No,No,22,?zmir,Sosyal Farkindalik Dernegi,Overmere,Youngsters Building a Future,1,Youth Exchange,Turkey,Unknown,Belgium,Turkey
5886,2014-1-UK01-KA103-000142,2014-2015,91,Student mobility for studies between Programme Countries,Medicine,Male,Learner,No,No,No,23,CARDIFF,CARDIFF UNIVERSITY,NANTES CEDEX 1,UNIVERSITE DE NANTES,1,Studies,United Kingdom,Bachelor,France,United Kingdom
5887,2016-1-NL01-KA103-022796,2017-2018,175,Student mobility for traineeships between Programme Countries,Management and administration,Female,Learner,No,No,No,26,ROTTERDAM,STICHTING HOGESCHOOL ROTTERDAM,Antwerp,Waarschijnlijk Thomas More school,1,Traineeships,France,Bachelor,Belgium,Netherlands
